date,adj close,close,high,low,open,volume,month,year,MA_5,MA_20,MA_50,RSI,EMA_12,EMA_26,MACD,Bollinger_Upper,Bollinger_Lower,Volume_MA_20,Open_Close_Diff,High_Low_Diff,High_Open_Diff,Low_Close_Diff
2020-01-02,209.3258819580078,216.16000366210938,216.16000366210938,213.97999572753906,214.39999389648438,30969400,1,2020,,,,,216.16000366210938,216.16000366210938,0.0,,,,-1.760009765625,2.1800079345703125,1.760009765625,-2.1800079345703125
2020-01-03,207.4084930419922,214.17999267578125,215.47000122070312,213.27999877929688,213.3000030517578,27518900,1,2020,,,,,215.85538658728964,216.01333618164062,-0.15794959435098122,,,,-0.8799896240234375,2.19000244140625,2.1699981689453125,-0.899993896484375
2020-01-06,208.744873046875,215.55999755859375,215.58999633789062,212.24000549316406,212.5,21655300,1,2020,,,,,215.8099421213364,215.9797555428964,-0.16981342156000778,,,,-3.05999755859375,3.3499908447265625,3.089996337890625,-3.3199920654296875
2020-01-07,208.71583557128906,215.52999877929688,216.13999938964844,214.85000610351562,215.63999938964844,22139300,1,2020,,,,,215.76687391486877,215.94644022707422,-0.17956631220545205,,,,0.1100006103515625,1.2899932861328125,0.5,-0.67999267578125
2020-01-08,210.2846221923828,217.14999389648438,218.13999938964844,215.16000366210938,215.5,26397300,1,2020,215.71599731445312,,,,215.9796616043481,216.03559235073422,-0.055930746386110286,,,,-1.649993896484375,2.9799957275390625,2.6399993896484375,-1.989990234375
2020-01-09,212.0664520263672,218.99000549316406,219.41000366210938,217.7100067138672,218.94000244140625,23547000,1,2020,216.28199768066406,,,,216.4427914333967,216.254437768692,0.1883536647047208,,,,-0.0500030517578125,1.6999969482421875,0.470001220703125,-1.279998779296875
2020-01-10,211.5240936279297,218.42999267578125,219.8699951171875,218.0399932861328,219.85000610351562,21898500,1,2020,217.13199768066406,,,,216.74851470145586,216.41558998403193,0.3329247174239356,,,,1.420013427734375,1.8300018310546875,0.019989013671875,-0.3899993896484375
2020-01-13,213.96446228027344,220.9499969482422,220.97999572753906,218.97999572753906,219.3300018310547,22756900,1,2020,218.20999755859376,,,,217.39489658557682,216.75147198138086,0.6434246041959568,,,,-1.6199951171875,2.0,1.649993896484375,-1.970001220703125
2020-01-14,213.1219940185547,220.0800018310547,221.2100067138672,219.74000549316406,220.83999633789062,24418100,1,2020,219.1199981689453,,,,217.80798970026572,216.99802974802336,0.8099599522423659,,,,0.7599945068359375,1.470001220703125,0.3700103759765625,-0.339996337890625
2020-01-15,213.2091064453125,220.1699981689453,221.1999969482422,219.4499969482422,220.1999969482422,25742100,1,2020,219.7239990234375,,,,218.1713756185241,217.23299037179535,0.9383852467287568,,,,0.029998779296875,1.75,1.0,-0.720001220703125
2020-01-16,215.2523956298828,222.27999877929688,222.32000732421875,220.8000030517578,221.27000427246094,18805000,1,2020,220.38199768066406,,,,218.80347148941223,217.60684284642508,1.1966286429871502,,,,-1.0099945068359375,1.5200042724609375,1.0500030517578125,-1.4799957275390625
2020-01-17,216.31765747070312,223.3800048828125,223.55999755859375,222.1199951171875,223.27999877929688,24325200,1,2020,221.37200012207032,,,,219.50755354993535,218.03448447875007,1.4730690711852787,,,,-0.100006103515625,1.44000244140625,0.279998779296875,-1.260009765625
2020-01-21,216.2208251953125,223.27999877929688,223.83999633789062,222.66000366210938,222.75999450683594,21146300,1,2020,221.83800048828124,,,,220.0879297390679,218.42304109360538,1.6648886454625256,,,,-0.5200042724609375,1.17999267578125,1.0800018310546875,-0.6199951171875
2020-01-22,216.79214477539062,223.8699951171875,225.14999389648438,223.58999633789062,224.41000366210938,20736400,1,2020,222.59599914550782,,,76.0648109937273,220.6697859510863,218.8265191694263,1.8432667816600201,,,,0.540008544921875,1.55999755859375,0.739990234375,-0.279998779296875
2020-01-23,217.4893798828125,224.58999633789062,224.69000244140625,222.6999969482422,223.74000549316406,26496100,1,2020,223.47999877929686,,,77.17592128020023,221.2728952413639,219.25344340412735,2.019451837236545,,,,-0.8499908447265625,1.9900054931640625,0.9499969482421875,-1.8899993896484375
2020-01-24,215.6591033935547,222.6999969482422,225.8800048828125,221.6699981689453,225.63999938964844,37436500,1,2020,223.56399841308593,,,77.62642160292192,221.4924493501144,219.50874366665437,1.9837056834600446,,,,2.94000244140625,4.2100067138671875,0.2400054931640625,-1.029998779296875
2020-01-27,211.20457458496094,218.10000610351562,219.27999877929688,217.17999267578125,217.6699981689453,42264400,1,2020,222.50799865722655,,,56.813322287637774,220.97053500448385,219.4043927360515,1.566142268432344,,,,-0.4300079345703125,2.100006103515625,1.6100006103515625,-0.920013427734375
2020-01-28,214.4486846923828,221.4499969482422,221.9600067138672,219.05999755859375,219.63999938964844,26731900,1,2020,222.14199829101562,,,63.47904453327644,221.04429838044666,219.55591897399154,1.488379406455124,,,,-1.80999755859375,2.9000091552734375,2.32000732421875,-2.3899993896484375
2020-01-29,214.79722595214844,221.80999755859375,222.92999267578125,220.8300018310547,222.67999267578125,28924500,1,2020,221.72999877929686,,,61.25604085519933,221.16209825400776,219.72288775803614,1.439210495971622,,,,0.8699951171875,2.0999908447265625,0.25,-0.9799957275390625
2020-01-30,215.56231689453125,222.60000610351562,222.6999969482422,219.69000244140625,220.3800048828125,39568100,1,2020,221.33200073242188,220.06299896240233,,59.18574790939156,221.38331484623973,219.9360076354791,1.4473072107606413,226.3415049077208,213.78449301708386,26673860.0,-2.220001220703125,3.0099945068359375,2.3199920654296875,-2.910003662109375
2020-01-31,212.14389038085938,219.07000732421875,223.55999755859375,218.2899932861328,223.52999877929688,52015800,1,2020,220.6060028076172,220.2084991455078,,51.414709961522476,221.02742138131345,219.87185946427462,1.155561917038824,226.2360242431764,214.18097404783921,27726180.0,4.459991455078125,5.2700042724609375,0.029998779296875,-0.7800140380859375
2020-02-03,215.34927368164062,222.3800048828125,222.88999938964844,219.99000549316406,220.13999938964844,25408600,2,2020,221.46200256347657,220.61849975585938,,53.05426878034568,221.23551115077484,220.05764801379593,1.1778631369789139,226.00040053955254,215.2365989721662,27620665.0,-2.2400054931640625,2.899993896484375,2.75,-2.3899993896484375
2020-02-04,220.27830505371094,227.47000122070312,227.86000061035156,224.64999389648438,225.4199981689453,30691200,2,2020,222.66600341796874,221.21399993896483,,63.37314904965266,222.19466346922533,220.60671121430758,1.5879522549177523,226.8679745018188,215.56002537611087,28072460.0,-2.0500030517578125,3.2100067138671875,2.44000244140625,-2.82000732421875
2020-02-05,221.00462341308594,228.22000122070312,230.25,226.85000610351562,230.2100067138672,38534800,2,2020,223.94800415039063,221.84850006103517,,64.2276510466755,223.1216385079142,221.17065862218874,1.9509798857254737,227.6626327768473,216.03436734522305,28892235.0,1.9900054931640625,3.399993896484375,0.0399932861328125,-1.3699951171875
2020-02-06,222.91232299804688,230.19000244140625,230.25,227.97999572753906,228.7899932861328,22467100,2,2020,225.46600341796875,222.50050048828126,,64.04974312107622,224.20907911306682,221.838758164353,2.370320948713811,228.98241495558665,216.01858602097587,28695725.0,-1.4000091552734375,2.2700042724609375,1.4600067138671875,-2.2100067138671875
2020-02-07,221.95362854003906,229.1999969482422,230.44000244140625,228.5399932861328,229.16000366210938,25884900,2,2020,227.49200134277345,223.01100006103516,,60.37801971997612,224.97691262617073,222.38403511130775,2.592877514862977,229.9227711562884,216.09922896578192,28812620.0,-0.0399932861328125,1.9000091552734375,1.279998779296875,-0.660003662109375
