date,adj close,close,high,low,open,volume
2020-05-22,222.873046875,229.66000366210938,229.8699951171875,227.5,228.4499969482422,28762400
2020-05-26,222.2713165283203,229.0399932861328,233.57000732421875,228.7899932861328,233.36000061035156,33055300
2020-05-27,223.484375,230.2899932861328,230.41000366210938,223.94000244140625,228.69000244140625,55665600
2020-05-28,223.19326782226562,229.99000549316406,233.47000122070312,229.0500030517578,229.11000061035156,42784300
2020-05-29,226.4636688232422,233.36000061035156,233.60000610351562,228.75999450683594,230.3800048828125,50691800
2020-06-01,227.1429443359375,234.05999755859375,234.4499969482422,232.0,232.4600067138672,25776000
2020-06-02,228.66661071777344,235.6300048828125,235.69000244140625,232.00999450683594,234.5,33383400
2020-06-03,229.69525146484375,236.69000244140625,237.47000122070312,235.35000610351562,236.25999450683594,37228700
2020-06-04,228.08433532714844,235.02999877929688,237.7899932861328,233.67999267578125,236.3300018310547,38716100
2020-06-05,232.6066131591797,239.69000244140625,240.3000030517578,235.6300048828125,236.22000122070312,47365600
2020-06-08,234.41162109375,241.5500030517578,241.67999267578125,237.91000366210938,239.5399932861328,32937300
2020-06-09,236.1099395751953,243.3000030517578,244.17999267578125,240.47000122070312,240.66000366210938,35046300
2020-06-10,238.9436492919922,246.22000122070312,247.82000732421875,244.50999450683594,245.0500030517578,58084400
2020-06-11,227.10418701171875,234.02000427246094,243.58999633789062,233.9600067138672,242.16000366210938,72919400
2020-06-12,228.90919494628906,235.8800048828125,240.39999389648438,231.74000549316406,239.08999633789062,72034800
2020-06-15,231.6944122314453,238.75,239.4499969482422,231.47000122070312,232.44000244140625,45307400
2020-06-16,235.67320251464844,242.85000610351562,244.38999938964844,239.10000610351562,243.77999877929688,48890100
2020-06-17,236.42044067382812,243.6199951171875,245.5,242.72999572753906,244.39999389648438,34749300
2020-06-18,237.0609588623047,244.27999877929688,244.52999877929688,242.49000549316406,243.2899932861328,30578600
2020-06-19,237.02215576171875,244.24000549316406,247.0,242.4499969482422,246.72999572753906,49422100
2020-06-22,239.86465454101562,246.74000549316406,246.8699951171875,243.3800048828125,243.67999267578125,24068700
2020-06-23,241.90615844726562,248.83999633789062,251.14999389648438,247.82000732421875,248.38999938964844,32767400
2020-06-24,236.9191436767578,243.7100067138672,249.3300018310547,242.16000366210938,248.05999755859375,46032400
2020-06-25,239.17442321777344,246.02999877929688,246.33999633789062,241.13999938964844,243.8000030517578,36940800
2020-06-26,233.52633666992188,240.22000122070312,245.9600067138672,239.67999267578125,245.77999877929688,52824600
2020-06-29,236.0733184814453,242.83999633789062,242.85000610351562,237.35000610351562,239.97000122070312,34377800
2020-06-30,240.70071411132812,247.60000610351562,248.16000366210938,242.5800018310547,242.77000427246094,38909200
2020-07-01,243.51019287109375,250.49000549316406,251.52000427246094,247.0800018310547,247.63999938964844,34689200
2020-07-02,245.16278076171875,252.19000244140625,254.27000427246094,251.7100067138672,253.02000427246094,31956500
2020-07-06,251.1900634765625,258.3900146484375,258.92999267578125,255.42999267578125,255.4499969482422,34589000
2020-07-07,249.4596405029297,256.6099853515625,260.8800048828125,256.29998779296875,258.1300048828125,36578200
2020-07-08,252.7454376220703,259.989990234375,260.0199890136719,256.5,257.9800109863281,30426300
2020-07-09,254.87442016601562,262.17999267578125,262.8699951171875,257.6300048828125,261.9700012207031,40312900
2020-07-10,256.6146545410156,263.9700012207031,264.2300109863281,259.260009765625,262.0299987792969,32885300
2020-07-13,251.3358917236328,258.5400085449219,269.7900085449219,257.69000244140625,266.9100036621094,64108100
2020-07-14,253.11488342285156,260.3699951171875,260.7900085449219,252.75999450683594,255.92999267578125,72230500
2020-07-15,253.63011169433594,260.8999938964844,262.69000244140625,257.489990234375,261.8299865722656,54523900
2020-07-16,251.8997802734375,259.1199951171875,259.7799987792969,255.6199951171875,258.0199890136719,47594100
2020-07-17,252.19137573242188,259.4200134277344,260.30999755859375,257.1700134277344,259.5899963378906,35137900
2020-07-20,259.3462829589844,266.7799987792969,267.42999267578125,258.7900085449219,260.0799865722656,40610100
2020-07-21,256.64373779296875,264.0,268.4100036621094,263.1300048828125,268.3999938964844,43243800
2020-07-22,257.54779052734375,264.92999267578125,265.8900146484375,262.54998779296875,264.510009765625,29865500
2020-07-23,250.82064819335938,258.010009765625,265.239990234375,256.54998779296875,264.510009765625,51363500
2020-07-24,248.4388885498047,255.55999755859375,256.92999267578125,251.32000732421875,254.0399932861328,54054500
2020-07-27,252.87181091308594,260.1199951171875,260.5199890136719,256.45001220703125,257.260009765625,36445700
2020-07-28,249.65403747558594,256.80999755859375,259.8500061035156,256.510009765625,259.30999755859375,31302400
2020-07-29,252.53160095214844,259.7699890136719,260.6600036621094,257.9100036621094,258.3999938964844,27556900
2020-07-30,253.853759765625,261.1300048828125,261.7099914550781,256.54998779296875,257.739990234375,41774500
2020-07-31,258.38397216796875,265.7900085449219,265.95001220703125,260.8500061035156,265.9100036621094,53686300
2020-08-03,261.8738098144531,269.3800048828125,270.1499938964844,267.8699951171875,268.0,32081600
2020-08-04,262.84600830078125,270.3800048828125,270.4800109863281,268.0899963378906,268.8599853515625,24911300
2020-08-05,263.4972229003906,271.04998779296875,271.5199890136719,269.9599914550781,270.8800048828125,21612100
2020-08-06,266.9872131347656,274.6400146484375,274.9800109863281,270.19000244140625,270.8500061035156,28048200
2020-08-07,263.9055480957031,271.4700012207031,274.8800048828125,269.25,274.0799865722656,44969400
2020-08-10,262.77789306640625,270.30999755859375,271.9800109863281,266.6700134277344,271.7699890136719,35088400
2020-08-11,257.80059814453125,265.19000244140625,270.44000244140625,264.6300048828125,269.1099853515625,43104300
2020-08-12,264.28466796875,271.8599853515625,272.8399963378906,267.3699951171875,267.4200134277344,38773400
2020-08-13,264.887451171875,272.4800109863281,274.8299865722656,271.510009765625,272.6600036621094,31895700
2020-08-14,264.57635498046875,272.1600036621094,273.3999938964844,270.7200012207031,273.1199951171875,30799500
2020-08-17,267.6483459472656,275.32000732421875,275.8399963378906,272.20001220703125,273.92999267578125,24803000
2020-08-18,270.2244567871094,277.9700012207031,278.4599914550781,274.9100036621094,276.4200134277344,23529500
2020-08-19,268.4065246582031,276.1000061035156,279.0199890136719,275.57000732421875,277.92999267578125,31999400
2020-08-20,272.12982177734375,279.92999267578125,280.42999267578125,274.8599853515625,275.2799987792969,27723400
2020-08-21,274.01568603515625,281.8699951171875,282.3399963378906,279.4599914550781,280.1300048828125,34748900
2020-08-24,275.72674560546875,283.6300048828125,286.0,281.2699890136719,285.25,36418500
2020-08-25,277.89459228515625,285.8599853515625,286.05999755859375,282.3699951171875,282.8299865722656,34866600
2020-08-26,283.8245849609375,291.9599914550781,292.2200012207031,285.8299865722656,287.1499938964844,42216700
2020-08-27,282.93994140625,291.04998779296875,293.8500061035156,288.7099914550781,292.9700012207031,49482700
2020-08-28,284.37872314453125,292.5299987792969,293.17999267578125,290.92999267578125,292.3299865722656,28021000
2020-08-31,286.6632995605469,294.8800048828125,296.75,292.6199951171875,293.07000732421875,36321000
2020-09-01,291.56280517578125,299.9200134277344,300.0400085449219,295.7900085449219,297.6199951171875,36216200
2020-09-02,294.3236083984375,302.760009765625,303.5,296.8900146484375,303.2799987792969,50836800
2020-09-03,279.40142822265625,287.4100036621094,298.6199951171875,284.4100036621094,298.1000061035156,110083300
2020-09-04,275.67816162109375,283.5799865722656,288.92999267578125,271.79998779296875,285.55999755859375,123959000
2020-09-08,262.427978515625,269.95001220703125,278.2200012207031,269.6600036621094,272.2200012207031,99568600
2020-09-09,270.136962890625,277.8800048828125,280.04998779296875,273.0,275.6400146484375,64837900
2020-09-10,264.75140380859375,272.3399963378906,282.20001220703125,270.55999755859375,280.94000244140625,69667500
2020-09-11,262.91400146484375,270.45001220703125,275.2200012207031,266.8999938964844,274.1499938964844,71809000
2020-09-14,267.4927673339844,275.1600036621094,277.2200012207031,272.9599914550781,274.3599853515625,38525200
2020-09-15,271.2840576171875,279.05999755859375,280.45001220703125,275.1300048828125,279.0299987792969,41849900
2020-09-16,266.9581298828125,274.6099853515625,280.3599853515625,274.25,279.8800048828125,42321000
2020-09-17,262.7876892089844,270.32000732421875,274.3999938964844,266.67999267578125,267.54998779296875,81570800
2020-09-18,259.43377685546875,266.8699951171875,272.0899963378906,262.6300048828125,271.7900085449219,86251100
2020-09-21,260.05584716796875,267.510009765625,267.6499938964844,260.1099853515625,262.4700012207031,57168600
2020-09-22,264.887451171875,272.4800109863281,273.0799865722656,266.5400085449219,269.989990234375,41128900
2020-09-23,256.7992248535156,264.1600036621094,272.3399963378906,263.25,272.1499938964844,48837300
2020-09-24,257.9950256347656,265.3900146484375,268.70001220703125,261.2200012207031,261.3900146484375,70631700
2020-09-25,263.99310302734375,271.55999755859375,272.3999938964844,264.29998779296875,265.9100036621094,55242400
2020-09-28,269.4759521484375,277.20001220703125,277.20001220703125,271.6700134277344,276.5799865722656,58438300
2020-09-29,268.2607116699219,275.95001220703125,277.7099914550781,275.3699951171875,276.6199951171875,27050000
2020-09-30,270.09808349609375,277.8399963378906,281.0899963378906,275.8699951171875,276.1499938964844,49380800
2020-10-01,274.38519287109375,282.25,282.8800048828125,279.8399963378906,281.7900085449219,50020200
2020-10-02,266.6664733886719,274.30999755859375,282.239990234375,273.44000244140625,276.0199890136719,75497400
2020-10-05,272.3534240722656,280.1600036621094,280.489990234375,276.2300109863281,276.3399963378906,28184600
2020-10-06,267.4927673339844,275.1600036621094,281.19000244140625,274.25,279.45001220703125,49704200
2020-10-07,272.1201477050781,279.9200134277344,280.739990234375,277.2799987792969,277.8900146484375,27539700
2020-10-08,273.5685729980469,281.4100036621094,282.4700012207031,280.30999755859375,282.3999938964844,25443300
2020-10-09,277.748779296875,285.7099914550781,285.7900085449219,282.7099914550781,283.1099853515625,30201100
2020-10-12,286.3230285644531,294.5299987792969,297.4599914550781,289.4700012207031,290.54998779296875,79370700
2020-10-13,286.3133239746094,294.5199890136719,297.04998779296875,293.1099853515625,296.3900146484375,64240000
2020-10-14,283.92181396484375,292.05999755859375,296.3500061035156,290.260009765625,295.3500061035156,36949100
2020-10-15,282.0164794921875,290.1000061035156,290.7099914550781,286.5400085449219,287.20001220703125,42514200
2020-10-16,280.4707946777344,288.510009765625,293.2699890136719,288.1499938964844,291.79998779296875,40570700
2020-10-19,275.8919677734375,283.79998779296875,291.4800109863281,282.7900085449219,290.489990234375,36756800
2020-10-20,276.4850158691406,284.4100036621094,287.6199951171875,282.95001220703125,284.55999755859375,32195400
2020-10-21,276.2711486816406,284.19000244140625,287.32000732421875,283.69000244140625,284.6700134277344,29306100
2020-10-22,276.2614440917969,284.17999267578125,285.9800109863281,280.82000732421875,285.04998779296875,32196200
2020-10-23,276.80584716796875,284.739990234375,284.9100036621094,281.7799987792969,284.7699890136719,24658500
2020-10-26,272.6547546386719,280.4700012207031,285.29998779296875,276.760009765625,282.3800048828125,38421100
2020-10-27,274.7837829589844,282.6600036621094,283.510009765625,280.20001220703125,281.5,30559100
2020-10-28,264.0708923339844,271.6400146484375,278.6400146484375,271.3800048828125,278.010009765625,53413500
2020-10-29,268.68853759765625,276.3900146484375,279.489990234375,272.5199890136719,273.0,43246300
2020-10-30,261.8738098144531,269.3800048828125,275.239990234375,267.07000732421875,274.3399963378906,65838300
2020-11-02,262.4571533203125,269.9800109863281,273.5199890136719,266.9700012207031,271.8500061035156,39987400
2020-11-03,266.9970397949219,274.6499938964844,276.82000732421875,270.8399963378906,271.9599914550781,43604100
2020-11-04,278.91534423828125,286.9100036621094,288.7699890136719,281.8699951171875,283.5899963378906,75728200
2020-11-05,286.1868591308594,294.3900146484375,295.3900146484375,292.0,293.5299987792969,52054200
2020-11-06,286.4007873535156,294.6099853515625,295.3599853515625,289.8299865722656,293.7099914550781,40959800
2020-11-09,280.5485534667969,288.5899963378906,299.1400146484375,288.1199951171875,297.6499938964844,86537100
2020-11-10,275.5226135253906,283.4200134277344,286.6600036621094,280.6199951171875,285.1700134277344,69024900
2020-11-11,281.68597412109375,289.760009765625,290.25,283.3800048828125,286.0299987792969,36102900
2020-11-12,280.3638000488281,288.3999938964844,292.07000732421875,287.25,290.760009765625,34414600
2020-11-13,282.8233337402344,290.92999267578125,291.57000732421875,287.8699951171875,290.1700134277344,24806900
2020-11-16,285.0301208496094,293.20001220703125,293.510009765625,289.989990234375,290.6199951171875,30168400
2020-11-17,284.12591552734375,292.2699890136719,293.739990234375,291.6099853515625,293.3999938964844,21843500
2020-11-18,282.02618408203125,290.1099853515625,293.3699951171875,290.0199890136719,291.70001220703125,28069600
2020-11-19,284.23297119140625,292.3800048828125,292.70001220703125,288.8500061035156,289.5400085449219,22718400
2020-11-20,282.2886047363281,290.3800048828125,293.07000732421875,290.2900085449219,292.29998779296875,25907300
2020-11-23,282.2984313964844,290.3900146484375,292.75,288.07000732421875,291.4100036621094,26875600
2020-11-24,286.26470947265625,294.4700012207031,294.9800109863281,289.6300048828125,291.489990234375,24516800
2020-11-25,288.0242004394531,296.2799987792969,296.94000244140625,294.5899963378906,295.57000732421875,23326800
2020-11-27,290.6782531738281,299.010009765625,300.1700134277344,297.8999938964844,298.30999755859375,17163100
2020-11-30,291.2710876464844,299.6199951171875,299.9700012207031,294.7799987792969,299.3399963378906,27836200
2020-12-01,295.0041809082031,303.4599914550781,305.1400146484375,300.8299865722656,301.9700012207031,27521300
2020-12-02,295.3833312988281,303.8500061035156,304.20001220703125,300.3500061035156,302.25,23620000
2020-12-03,295.8013610839844,304.2799987792969,305.8800048828125,303.5299987792969,304.1700134277344,22828700
2020-12-04,297.00677490234375,305.5199890136719,305.6700134277344,303.6300048828125,304.3299865722656,19332100
2020-12-07,298.6885681152344,307.25,307.6300048828125,305.5199890136719,305.7099914550781,20851000
2020-12-08,299.6995849609375,308.2900085449219,308.6000061035156,304.95001220703125,306.760009765625,18341500
2020-12-09,292.9140930175781,301.30999755859375,308.3599853515625,300.2099914550781,308.07000732421875,48839300
2020-12-10,294.0903625488281,302.5199890136719,303.67999267578125,298.0899963378906,299.2099914550781,27519500
2020-12-11,293.4389953613281,301.8500061035156,301.9800109863281,298.4700012207031,300.80999755859375,26760400
2020-12-14,295.5679931640625,304.0400085449219,306.04998779296875,303.010009765625,303.0799865722656,28804800
2020-12-15,298.7273864746094,307.2900085449219,307.2900085449219,304.1099853515625,306.3699951171875,25709000
2020-12-16,300.370361328125,308.9800109863281,309.7900085449219,306.6199951171875,307.70001220703125,25461900
2020-12-17,302.33404541015625,311.0,311.239990234375,309.3900146484375,310.6300048828125,23730500
2020-12-18,301.42022705078125,310.05999755859375,311.9800109863281,307.6099853515625,311.6600036621094,41173400
2020-12-21,300.85638427734375,308.9200134277344,309.4700012207031,303.6000061035156,306.4599914550781,37095500
2020-12-22,301.6744689941406,309.760009765625,310.7099914550781,306.8500061035156,309.8500061035156,26176300
2020-12-23,300.1552429199219,308.20001220703125,310.17999267578125,308.0400085449219,309.80999755859375,21201300
2020-12-24,301.4797058105469,309.55999755859375,310.0199890136719,308.3900146484375,308.4700012207031,16785000
2020-12-28,304.5181884765625,312.67999267578125,313.1700134277344,310.3599853515625,312.25,22497700
2020-12-29,304.7909240722656,312.9599914550781,314.69000244140625,312.0299987792969,314.04998779296875,25871900
2020-12-30,304.80072021484375,312.9700012207031,314.489990234375,312.3299865722656,314.1600036621094,18138100
2020-12-31,305.55059814453125,313.739990234375,314.239990234375,311.760009765625,312.8699951171875,21611400
2021-01-04,301.2362060546875,309.30999755859375,315.2900085449219,305.17999267578125,315.1099853515625,45305900
2021-01-05,303.7196350097656,311.8599853515625,312.1400146484375,308.2900085449219,308.2900085449219,29323400
2021-01-06,299.512451171875,307.5400085449219,311.8800048828125,305.9800109863281,307.0,52809600
2021-01-07,306.7582092285156,314.9800109863281,315.8399963378906,310.25,310.2799987792969,30394800
2021-01-08,310.70245361328125,319.0299987792969,319.3900146484375,315.0799865722656,317.3399963378906,33955800
2021-01-11,306.212890625,314.4200134277344,317.19000244140625,313.75,315.9800109863281,32746400
2021-01-12,305.725830078125,313.9200134277344,315.5799865722656,311.20001220703125,314.4599914550781,29266800
2021-01-13,307.7904968261719,316.0400085449219,316.8599853515625,313.57000732421875,314.19000244140625,22898400
2021-01-14,306.1446228027344,314.3500061035156,317.5299987792969,313.8599853515625,316.5,23500100
2021-01-15,303.7196350097656,311.8599853515625,315.1199951171875,310.5799865722656,314.1300048828125,35118700
2021-01-19,308.1508483886719,316.4100036621094,316.92999267578125,313.1199951171875,314.25,24537000
2021-01-20,315.31878662109375,323.7699890136719,324.739990234375,316.510009765625,320.1400146484375,30728100
2021-01-21,317.8410949707031,326.3599853515625,327.1300048828125,323.7300109863281,325.1499938964844,25130600
2021-01-22,316.92572021484375,325.4200134277344,326.4599914550781,324.7099914550781,325.2900085449219,21609400
2021-01-25,319.54547119140625,328.1099853515625,330.32000732421875,321.4100036621094,328.9100036621094,39080600
2021-01-26,320.01300048828125,328.5899963378906,329.760009765625,327.2200012207031,328.8500061035156,25498100
2021-01-27,311.092041015625,319.42999267578125,326.2699890136719,317.3599853515625,326.260009765625,55264000
2021-01-28,312.9326477050781,321.32000732421875,326.4200134277344,320.0299987792969,320.6700134277344,42836300
2021-01-29,306.3492126464844,314.55999755859375,320.7200012207031,312.760009765625,319.5799865722656,55259000
2021-02-01,314.0039978027344,322.4200134277344,323.5400085449219,316.0199890136719,318.1099853515625,35646000
2021-02-02,319.1266784667969,327.67999267578125,328.8699951171875,325.30999755859375,325.4800109863281,33930800
2021-02-03,317.8606262207031,326.3800048828125,330.20001220703125,326.32000732421875,329.82000732421875,24824500
2021-02-04,321.619873046875,330.239990234375,330.3299865722656,326.4599914550781,327.82000732421875,22350900
2021-02-05,322.7106628417969,331.3599853515625,332.3999938964844,329.5299987792969,331.2200012207031,22732000
2021-02-08,324.8727111816406,333.5799865722656,333.739990234375,331.4100036621094,333.1000061035156,20462800
2021-02-09,324.80450439453125,333.510009765625,334.80999755859375,332.6099853515625,332.6199951171875,17597500
2021-02-10,324.06439208984375,332.75,335.4599914550781,329.5,334.989990234375,28068700
