date,adj close,close,high,low,open,volume
2020-01-02,209.3258819580078,216.16000366210938,216.16000366210938,213.97999572753906,214.39999389648438,30969400
2020-01-03,207.4084930419922,214.17999267578125,215.47000122070312,213.27999877929688,213.3000030517578,27518900
2020-01-06,208.744873046875,215.55999755859375,215.58999633789062,212.24000549316406,212.5,21655300
2020-01-07,208.71583557128906,215.52999877929688,216.13999938964844,214.85000610351562,215.63999938964844,22139300
2020-01-08,210.2846221923828,217.14999389648438,218.13999938964844,215.16000366210938,215.5,26397300
2020-01-09,212.0664520263672,218.99000549316406,219.41000366210938,217.7100067138672,218.94000244140625,23547000
2020-01-10,211.5240936279297,218.42999267578125,219.8699951171875,218.0399932861328,219.85000610351562,21898500
2020-01-13,213.96446228027344,220.9499969482422,220.97999572753906,218.97999572753906,219.3300018310547,22756900
2020-01-14,213.1219940185547,220.0800018310547,221.2100067138672,219.74000549316406,220.83999633789062,24418100
2020-01-15,213.2091064453125,220.1699981689453,221.1999969482422,219.4499969482422,220.1999969482422,25742100
2020-01-16,215.2523956298828,222.27999877929688,222.32000732421875,220.8000030517578,221.27000427246094,18805000
2020-01-17,216.31765747070312,223.3800048828125,223.55999755859375,222.1199951171875,223.27999877929688,24325200
2020-01-21,216.2208251953125,223.27999877929688,223.83999633789062,222.66000366210938,222.75999450683594,21146300
2020-01-22,216.79214477539062,223.8699951171875,225.14999389648438,223.58999633789062,224.41000366210938,20736400
2020-01-23,217.4893798828125,224.58999633789062,224.69000244140625,222.6999969482422,223.74000549316406,26496100
2020-01-24,215.6591033935547,222.6999969482422,225.8800048828125,221.6699981689453,225.63999938964844,37436500
2020-01-27,211.20457458496094,218.10000610351562,219.27999877929688,217.17999267578125,217.6699981689453,42264400
2020-01-28,214.4486846923828,221.4499969482422,221.9600067138672,219.05999755859375,219.63999938964844,26731900
2020-01-29,214.79722595214844,221.80999755859375,222.92999267578125,220.8300018310547,222.67999267578125,28924500
2020-01-30,215.56231689453125,222.60000610351562,222.6999969482422,219.69000244140625,220.3800048828125,39568100
2020-01-31,212.14389038085938,219.07000732421875,223.55999755859375,218.2899932861328,223.52999877929688,52015800
2020-02-03,215.34927368164062,222.3800048828125,222.88999938964844,219.99000549316406,220.13999938964844,25408600
2020-02-04,220.27830505371094,227.47000122070312,227.86000061035156,224.64999389648438,225.4199981689453,30691200
2020-02-05,221.00462341308594,228.22000122070312,230.25,226.85000610351562,230.2100067138672,38534800
2020-02-06,222.91232299804688,230.19000244140625,230.25,227.97999572753906,228.7899932861328,22467100
2020-02-07,221.95362854003906,229.1999969482422,230.44000244140625,228.5399932861328,229.16000366210938,25884900
2020-02-10,224.6360321044922,231.97000122070312,231.97999572753906,228.3800048828125,228.44000244140625,21478900
2020-02-11,224.67477416992188,232.00999450683594,234.02000427246094,231.39999389648438,233.25,30198000
2020-02-12,226.86334228515625,234.27000427246094,234.3800048828125,232.8000030517578,233.3800048828125,24471300
2020-02-13,226.57281494140625,233.97000122070312,234.92999267578125,232.36000061035156,232.63999938964844,22773200
2020-02-14,227.2216033935547,234.63999938964844,234.86000061035156,233.5500030517578,234.33999633789062,23438500
2020-02-18,227.3087921142578,234.72999572753906,235.1699981689453,233.25,233.5,24394500
2020-02-19,229.48760986328125,236.97999572753906,237.47000122070312,235.85000610351562,236.1300048828125,22230500
2020-02-20,227.357177734375,234.77999877929688,236.9499969482422,231.8800048828125,236.4600067138672,42604000
2020-02-21,222.9897918701172,230.27000427246094,234.00999450683594,229.32000732421875,233.61000061035156,66017200
2020-02-24,214.39056396484375,221.38999938964844,224.25,220.25999450683594,221.67999267578125,84522600
2020-02-25,208.56088256835938,215.3699951171875,223.99000549316406,214.74000549316406,223.25,97743000
2020-02-26,209.63575744628906,216.47999572753906,220.27999877929688,214.89999389648438,216.7100067138672,79537700
2020-02-27,199.13851928710938,205.63999938964844,216.4199981689453,205.5,210.89999389648438,121822600
2020-02-28,199.29345703125,205.8000030517578,207.1699981689453,198.1699981689453,198.63999938964844,148173700
2020-03-02,209.57763671875,216.4199981689453,216.57000732421875,205.94000244140625,208.8800048828125,112933900
2020-03-03,202.85711669921875,209.47999572753906,219.61000061035156,207.6199951171875,217.11000061035156,131953500
2020-03-04,211.32080078125,218.22000122070312,218.3300018310547,211.3699951171875,213.32000732421875,73086200
2020-03-05,204.90036010742188,211.58999633789062,216.36000061035156,210.10000610351562,212.69000244140625,78705500
2020-03-06,201.4432373046875,208.02000427246094,209.14999389648438,202.91000366210938,204.6699981689453,89828400
2020-03-09,187.4501190185547,193.57000732421875,201.16000366210938,192.11000061035156,193.47999572753906,116424000
2020-03-10,197.6568603515625,204.11000061035156,204.3000030517578,193.67999267578125,201.11000061035156,100599200
2020-03-11,189.04791259765625,195.22000122070312,200.75,192.72999572753906,199.35000610351562,89168800
2020-03-12,171.71385192871094,177.32000732421875,190.77999877929688,176.94000244140625,182.08999633789062,137820700
2020-03-13,186.25901794433594,192.33999633789062,194.47999572753906,178.1300048828125,187.07000732421875,134882000
2020-03-16,163.94741821289062,169.3000030517578,184.67999267578125,169.16000366210938,174.14999389648438,92054400
2020-03-17,176.3814697265625,182.13999938964844,184.38999938964844,169.77999877929688,175.47000122070312,121257100
2020-03-18,171.01663208007812,176.60000610351562,179.22000122070312,166.8000030517578,171.61000061035156,114156300
2020-03-19,172.0431365966797,177.66000366210938,183.49000549316406,171.6300048828125,175.69000244140625,120896500
2020-03-20,165.3031463623047,170.6999969482422,182.8699951171875,170.10000610351562,181.74000549316406,118983900
2020-03-23,165.4225311279297,170.4600067138672,174.2100067138672,164.92999267578125,170.9199981689453,124639800
2020-03-24,178.23240661621094,183.66000366210938,183.8300018310547,177.9499969482422,179.91000366210938,94881800
2020-03-25,176.91262817382812,182.3000030517578,189.50999450683594,179.97999572753906,184.4199981689453,88754900
2020-03-26,186.2289276123047,191.89999389648438,192.72000122070312,183.61000061035156,183.8699951171875,79887600
2020-03-27,179.82395935058594,185.3000030517578,190.50999450683594,184.66000366210938,186.92999267578125,58845000
2020-03-30,186.36476135253906,192.0399932861328,192.49000549316406,186.33999633789062,187.05999755859375,49356900
2020-03-31,184.77328491210938,190.39999389648438,195.25,189.1999969482422,191.72000122070312,62659300
2020-04-01,176.92233276367188,182.30999755859375,187.66000366210938,180.86000061035156,184.77000427246094,53715400
2020-04-02,180.512939453125,186.00999450683594,190.10000610351562,180.97000122070312,181.24000549316406,56465300
2020-04-03,177.95101928710938,183.3699951171875,187.07000732421875,181.2899932861328,185.5500030517578,47487600
2020-04-06,190.67355346679688,196.47999572753906,197.64999389648438,189.19000244140625,190.47999572753906,64763500
2020-04-07,190.59596252441406,196.39999389648438,202.66000366210938,196.0,202.3699951171875,69904500
2020-04-08,194.64271545410156,200.57000732421875,201.1699981689453,196.1699981689453,198.14999389648438,45940400
2020-04-09,194.92413330078125,200.86000061035156,203.22000122070312,199.02999877929688,202.35000610351562,68252600
2020-04-13,197.02999877929688,203.02999877929688,203.4199981689453,198.75,200.0,42853900
2020-04-14,205.59902954101562,211.86000061035156,212.5,206.4199981689453,207.22999572753906,63959600
2020-04-15,203.24087524414062,209.42999267578125,211.8300018310547,207.1199951171875,208.47999572753906,47036000
2020-04-16,206.9479522705078,213.25,214.3699951171875,209.69000244140625,211.69000244140625,64657400
2020-04-17,208.92767333984375,215.2899932861328,216.50999450683594,212.0800018310547,216.1699981689453,62863200
2020-04-20,206.45306396484375,212.74000549316406,215.8800048828125,212.57000732421875,213.36000061035156,38249100
2020-04-21,198.83502197265625,204.88999938964844,211.16000366210938,203.6300048828125,210.60000610351562,72932800
2020-04-22,204.73533630371094,210.97000122070312,212.35000610351562,208.3300018310547,209.10000610351562,40089100
2020-04-23,204.29869079589844,210.52000427246094,214.44000244140625,210.10000610351562,211.7899932861328,43278500
2020-04-24,207.5205535888672,213.83999633789062,214.3000030517578,209.5,210.97000122070312,34231900
2020-04-27,209.189697265625,215.55999755859375,216.6300048828125,214.5,216.19000244140625,36451700
2020-04-28,205.2496795654297,211.5,217.32000732421875,211.2100067138672,217.32000732421875,46862800
2020-04-29,212.52804565429688,219.0,219.97000122070312,215.13999938964844,216.19000244140625,48716400
2020-04-30,212.44073486328125,218.91000366210938,220.0399932861328,217.35000610351562,219.9499969482422,43359500
2020-05-01,206.45306396484375,212.74000549316406,216.6699981689453,211.67999267578125,214.5,48795000
2020-05-04,208.8597412109375,215.22000122070312,215.4499969482422,211.1199951171875,211.4600067138672,32841000
2020-05-05,211.22763061523438,217.66000366210938,220.13999938964844,216.85000610351562,217.44000244140625,37783100
2020-05-06,212.52804565429688,219.0,221.0399932861328,218.11000061035156,219.39999389648438,36455200
2020-05-07,215.26467895507812,221.82000732421875,222.72999572753906,220.4199981689453,221.82000732421875,38624800
2020-05-08,218.21490478515625,224.86000061035156,225.0,222.47999572753906,223.5500030517578,31852300
2020-05-11,220.16546630859375,226.8699951171875,227.92999267578125,223.25,223.49000549316406,35714100
2020-05-12,215.5558319091797,222.1199951171875,228.10000610351562,222.08999633789062,227.49000549316406,41054100
2020-05-13,212.8580322265625,219.33999633789062,224.61000061035156,216.7100067138672,222.66000366210938,65521200
2020-05-14,215.27439880371094,221.8300018310547,221.8699951171875,215.99000549316406,217.97000122070312,51549300
2020-05-15,216.67185974121094,223.27000427246094,223.3300018310547,218.3300018310547,218.77999877929688,55747200
2020-05-18,220.70892333984375,227.42999267578125,228.67999267578125,225.47000122070312,226.27999877929688,42398100
2020-05-19,220.1558074951172,226.86000061035156,229.85000610351562,226.7100067138672,227.6999969482422,36237300
2020-05-20,224.5518798828125,231.38999938964844,231.75999450683594,229.47999572753906,229.5,37417000
2020-05-21,222.10635375976562,228.8699951171875,232.13999938964844,228.33999633789062,231.44000244140625,43642900
